time,completations,s,d,w,l,q,x
253.74019644218677,247,0.6896244055885287,0.1311550894862824,0.8207794950748111,0.7989768200942879,0.12767116742771514,0.6713056526665728
255.83415512706176,249,0.8055124296521449,0.12293504724302108,0.9284474768951659,0.9036456513481459,0.11965105577208475,0.7839945955760611
256.0516421277076,260,0.8767596325921094,0.2172356202766554,1.0939952528687649,1.110864837195666,0.22058542879314932,0.8902794084025167
255.10574996348225,279,0.8437034393367684,0.17647130025232777,1.020174739589096,1.1157284866613226,0.1930003254628615,0.9227281611984612
256.9688466036771,301,0.9241113495973995,0.30652886674641894,1.2306402163438186,1.4415082217759732,0.3590520411720284,1.0824561806039448
255.96213133832202,269,0.9169256420669646,0.28848317601077167,1.2054088180777363,1.2668083765653673,0.30317755966926974,0.9636308168960976
257.7980902906845,250,0.9090530675217724,0.19292097528013802,1.1019740428019105,1.0686406186711481,0.18708534173256167,0.8815552769385865
256.3821627794082,256,0.8956226947641426,0.21567467489802272,1.1112973696621653,1.1096408718507145,0.21535319062503958,0.8942876812256749
256.3154367308962,270,0.8121721817941812,0.20583552062335003,1.0180077024175311,1.0723586653944266,0.21682498439082676,0.8555336810035998
258.2288703308227,270,0.8540321317636729,0.27120949603439065,1.1252416277980635,1.1765347504183121,0.2835723357944962,0.8929624146238159
255.8362459530631,282,0.8163684250903251,0.13710275424372773,0.9534711793340529,1.0509803705512966,0.15112392129074825,0.8998564492605483
256.5301637925436,249,0.802451454006183,0.166715227472634,0.969166681478817,0.9407178482269375,0.16182148339583477,0.7788963648311027
256.25488282788956,274,0.8922896098594709,0.21105478610570075,1.1033443959651716,1.1797486984765246,0.2256698906760038,0.9540788078005209
256.9130621836289,271,0.9350533231151205,0.15851637630869367,1.0935696994238142,1.1535318057593813,0.1672080727018533,0.986323733057528
255.19612955917,281,0.9077833511670094,0.21786695454872135,1.1256503057157308,1.2394691739742116,0.23989632732261337,0.9995728466515983
255.82594295848912,278,0.8815255178544735,0.3693054308867664,1.25083094874124,1.3592484004114012,0.40131547488590713,0.957932925525494
256.7685582604363,266,0.9036472827087669,0.14338005130747475,1.0470273340162417,1.0846704625175825,0.14853490593308705,0.9361355565844955
255.97410828214197,258,0.7122190513795071,0.14376901942561618,0.8559880708051233,0.8627627370198717,0.144906870701644,0.7178558663182276
255.80418298155382,297,0.8593435593825678,0.19356833202431767,1.0529118914068856,1.2224773969798415,0.2247414172088342,0.9977359797710073
254.4630593826032,288,0.8762908834109958,0.30339057109854806,1.179681454509544,1.3351574869966218,0.3433759096050367,0.9917815773915851
257.2202372683687,269,0.7642504203679023,0.23087862349257193,0.9951290438604742,1.0407023787913532,0.24145203495284737,0.7992503438385057
256.2551623253121,248,1.0049925826700885,0.29915066013141667,1.3041432428015052,1.2621307656006824,0.2895136357034987,0.9726171298971836
256.9224866772511,286,0.8941373242105265,0.37665428555216046,1.2707916097626868,1.4146149879387315,0.4192825900959027,0.9953323978428289
256.80567118057206,307,0.866487781475676,0.2873331439263908,1.1538209254020668,1.3793426853465542,0.3434942646705668,1.0358484206759875
256.2904965747057,300,0.8257196207330889,0.3421971558991693,1.1679167766322582,1.3671011515151803,0.40055775825393064,0.9665433932612496
256.92794366371163,280,0.6936360577581874,0.09423354041051815,0.7878695981687055,0.8586200642152864,0.1026956855634218,0.7559243786518645
255.5163475010304,280,0.9204082067607194,0.558135341146671,1.4785435479073905,1.6202180309124834,0.611616035723263,1.0086019951892204
257.6768573429281,280,0.8637005455594655,0.16743112707630578,1.0311316726357713,1.1204609964401204,0.18193607320728314,0.9385249232328372
255.665319080078,260,0.861438431612319,0.27291897812118665,1.1343574097335056,1.1535898869347012,0.2775461864238348,0.8760437005108664
255.48930332227155,258,0.8900746340457371,0.14298595280308657,1.0330605868488236,1.0432124865548629,0.14439107760477626,0.8988214089500866
256.91510386814844,285,0.9059104486478374,0.4312472811830766,1.337157729830914,1.4833302801745354,0.4783894496146604,1.004940830559875
256.04305849215234,256,0.8145403592780411,0.10991192588998189,0.924452285168023,0.9242968209984395,0.10989344211687649,0.814403378881563
253.99606737596332,286,0.9240681995813878,0.22994963935658375,1.1540178389379714,1.2994260318516007,0.25892368151762424,1.0405023503339765
255.96420246709567,284,0.8898252038612413,0.2801735870843017,1.169998790945543,1.298148934209849,0.31086104214971366,0.9872878920601352
256.22209688989824,277,0.871819760012174,0.40253815907355983,1.274357919085734,1.3776998466234371,0.4351813189292971,0.9425185276941401
255.2224339680979,269,0.817469645031661,0.20509494612550544,1.0225645911571664,1.07776526829793,0.21616650092231754,0.8615987673756125
254.66345779898984,281,0.9107224863015756,0.3559489649357547,1.2666714512373303,1.397666869341871,0.3927601549567266,1.0049067143851445
255.69639708342402,253,0.850514414043602,0.24133156856672716,1.091845982610329,1.0803321311965441,0.23878665301436153,0.8415454781821826
255.57810289652662,256,0.8840876087218561,0.44279907347866043,1.3268866822005165,1.3290770484389123,0.44353002673484365,0.8855470217040687
255.80728388063835,272,0.8409839168748677,0.16095657959314902,1.0019404964680168,1.065363780518713,0.17114520347186324,0.8942185770468499
254.8251055438759,250,0.7706261255738281,0.08911688355191291,0.8597430091257411,0.843463801663873,0.08742945810000725,0.7560343435638658
255.71444678254556,281,0.7996892934160609,0.22308923064613922,1.0227785240622,1.1239128992421694,0.24514873758725803,0.8787641616549114
256.11062388974096,292,0.858928726349641,0.36486930038461973,1.2237980267342607,1.395291684425585,0.41599928224053934,0.9792924021850457
256.3860742301222,275,0.8945461609548577,0.18244893931910072,1.0769951002739584,1.155186191234024,0.1956949435081991,0.9594912477258248
