time,Set1.csv,Set2.csv,Set3.csv,Set4.csv,Set5.csv,Total,Socio,Tesse
510.90004095525273,0.9854679907923114,1.1196730955107046,22.49364919728352,6.973169073032519,1.3978872791289876,32.96984663574805,3.5030283654320034,10.476197438464522
511.5007006535295,1.1908626834399914,1.0668106547575773,94.81934101716888,5.966800823986827,1.683695473037157,104.72751065239044,3.9413688112347254,9.908169635221553
509.6142446782076,0.932805944283912,1.0577138995912196,131.36044705665512,6.74786320064865,1.5281882972854417,141.62701839846434,3.518708141160573,10.266571341809225
512.4650335926867,1.0624041546461374,0.985379779416344,108.67048578436594,11.012890633989624,1.5664573976701788,123.29761775008822,3.6142413317326603,14.627131965722285
511.78441107668914,0.9650585411349696,1.0601773387981923,118.5507599491277,8.022530803765521,2.2711616226584592,130.86968825548485,4.296397502591621,12.318928306357142
512.420663829711,0.9748746344578,0.8903001090998794,113.92963335943983,5.531571187460775,1.4864644228088044,122.81284371326709,3.3516391663664837,8.883210353827259
512.0151381476844,1.011119400200925,0.8396773495653356,57.54916671290528,9.204770642418092,1.9073316827723008,70.51206578786193,3.7581284325385615,12.962899074956653
512.145268150045,1.059983220059434,0.8931230032645081,65.88945342894282,7.306237341362435,1.53755586517694,76.68635285880613,3.490662088500882,10.796899429863316
510.73441643342176,0.8238330842365524,0.8679117567374942,68.75751170322772,5.6669563287830345,1.460312688178585,77.5765255611634,3.152057529152632,8.819013857935666
509.7160370779675,1.008469372329572,1.0390912186118508,65.41007488231399,6.43417319155739,1.791275666411725,75.68308433122452,3.838836257353148,10.273009448910537
511.98389376868727,0.8883836104979117,0.96429847247475,78.34739617591487,6.618829391749815,1.4128135099914028,88.23172116062875,3.2654955929640646,9.884324984713878
510.8398568868233,0.7999685980149144,0.9119140786459878,59.58123729606279,6.7393278018702905,1.3487492661270404,69.38119704072102,3.0606319427879427,9.799959744658233
510.4151538975311,0.8415695654512981,0.9505348879910768,20.92664698521657,9.147976035501229,1.5583918785949815,33.425119352755154,3.3504963320373564,12.498472367538586
512.0514233789663,1.156993367368629,0.8990354359462037,23.80290469167132,10.802366367559284,1.8917037478975016,38.553003610442936,3.9477325512123347,14.750098918771618
512.0741003141438,1.0166626972664663,1.011187270713157,45.223964371032864,6.710056072072537,1.400685259896879,55.362555670981905,3.4285352278765027,10.138591299949038
512.2150899174922,0.972042029831726,0.953875736279122,88.3670279224124,5.698059376584622,1.48837636774589,97.47938143285376,3.414294133856738,9.112353510441359
512.1363908678741,0.863751648386738,0.939864552281342,103.72021551974277,6.063189658367888,1.7647000253519145,113.35172140413064,3.5683162260199945,9.631505884387883
511.3143829985456,1.0294257418418684,0.9473838018598316,95.57758133213396,5.186418289419711,1.5102887369282876,104.25109790218366,3.4870982806299873,8.6735165700497
512.8045943820998,0.918156911216733,0.9455781461507352,122.22221455248491,12.34263130875602,1.4464603630166442,137.87504128162504,3.3101954203841126,15.652826729140134
514.1613874006289,0.9005476204464467,0.9023789000532648,100.28034367422195,6.363571034305961,2.637186855296845,111.08402808432447,4.440113375796557,10.803684410102518
512.2657484458359,0.9424221771365277,0.8679113072142899,120.73466255178832,6.053539844840321,1.5187728365455229,130.11730871752496,3.3291063208963405,9.382646165736661
512.0667099583825,0.9269990466068814,0.9722007435670886,135.18437316155746,6.7277415092783714,1.851620884541372,145.66293534555118,3.7508206747153423,10.478562183993713
512.174171719189,0.981889855908167,0.9133560073988696,179.16258771870164,6.100161577858624,1.5539815471282288,188.7119767069955,3.4492274104352654,9.54938898829389
511.5919416955003,1.0185020374509677,1.014056956726073,196.6007765426946,5.262626195378789,2.085271279562336,205.98123301181278,4.1178302737393775,9.380456469118165
511.9427968553719,0.8585624084671933,1.029140975159187,188.9417754710092,8.286027236311888,1.406652972524128,200.5221590634716,3.294356356150508,11.580383592462397
511.752346776866,1.035323979642726,0.8640444592172731,204.5872437769832,7.950088263233384,1.4667589952367952,215.9034594743134,3.3661274340967946,11.316215697330177
511.5908769083999,0.9487800759610214,0.9387630789240258,212.753937845906,7.512795237810796,1.4363682277044236,223.59064446630626,3.323911382589471,10.836706620400268
512.7235324132216,0.9958096301190738,0.9389577504593024,204.9832300308265,4.699252184622499,1.468071955536629,213.085321551564,3.4028393361150053,8.102091520737504
512.2890712543667,0.8611257462889204,0.952179628325644,207.5307961521403,4.675150256854095,1.383866713123752,215.40311849673273,3.1971720877383163,7.872322344592411
512.2146306205159,1.025111860620484,0.929618282504338,174.51080014997893,7.219024046732055,1.566716154472375,185.2512704943082,3.521446297597197,10.740470344329253
512.3250741688735,0.9464080605583256,0.9400611940957828,212.30865949738663,15.060010279324397,1.555480021369305,230.81061905273444,3.441949276023413,18.50195955534781
511.7211058974135,0.915325563862968,0.9674528957771972,251.40831527874468,5.345141469526325,1.254972658408279,259.89120786631946,3.137751118048444,8.482892587574769
512.3267092356255,0.9945517205202176,0.9751709217007511,280.7047587563696,5.716768624412551,1.5613257057865455,289.95257572878967,3.5310483480075145,9.247816972420065
512.3855455450066,1.0465421970994049,1.0002414790829277,295.1629423943692,5.371293643414204,1.8689225682117512,304.4499422821775,3.9157062443940838,9.286999887808289
511.990575943848,0.9922623466806346,0.9228753782296344,317.0750910741373,7.709098630754863,1.40690121257046,328.10622864237286,3.322038937480729,11.031137568235591
510.91272529139314,0.9209964239947416,0.957867342197087,373.2052444131725,4.400356127586883,1.6423095485784216,381.1267738555296,3.52117331477025,7.921529442357133
