Set1.csv,Set2.csv,Set3.csv,Set4.csv,Set5.csv,Total,Socio,Tesse
1.0973144295682438,0.7535421747637887,7.807532124876777,3.191885894271544,1.195748990496169,14.046023613976521,3.0466055948282014,6.238491489099745
0.8723153918317553,0.8538979974642152,9.545920737568762,3.823337722854871,1.2723334178762906,16.367805267595894,2.998546807172261,6.821884530027132
0.8635342776897698,0.921290419743966,7.8583473433617215,3.8823012133462775,1.1596279619940912,14.685101216135827,2.944452659427827,6.826753872774105
0.9736374719201714,0.8069217491218369,6.609314055893204,4.959883912468211,1.3337654617394594,14.683522651142882,3.1143246827814677,8.074208595249678
0.7184408680717358,0.8568026609645751,7.739795682929911,3.9651899535352046,1.4355871581643762,14.715816323665802,3.010830687200687,6.976020640735891
0.8356920208593314,1.0843975690746763,9.458058413024974,3.3856772495116085,1.4143346340880347,16.178159886558625,3.3344242240220425,6.720101473533651
0.9227269594650672,0.9178256188925178,10.55117701216902,9.644373862373014,1.3157314845353991,23.351834937435015,3.1562840628929845,12.800657925265998
0.9305268807722984,0.8883735942782168,27.71425364208753,3.698044516030236,1.5271476381313396,34.75834627129962,3.3460481131818547,7.044092629212091
0.9233399221850122,0.9395081528650931,43.5417065752895,7.720024951073535,1.5300335527012865,54.65461315411442,3.392881627751392,11.112906578824926
0.8477224744911659,1.010421511924728,12.28935232864647,3.4741873460979127,1.3852681142835974,19.006951775443873,3.2434121006994916,6.717599446797404
0.7173531541731916,0.893989336367619,14.67890118898988,5.82175847743372,1.3028014099871086,23.414803566951516,2.914143900527919,8.735902377961638
1.008917168276772,1.105353869469358,8.468873586380607,5.7297753795269815,1.0263739154250515,17.33929391907877,3.140644953171182,8.870420332698163
0.8625677102587523,0.8883090124535157,6.994179659084954,4.243182608612872,1.2484325853515872,14.23667157576168,2.9993093080638555,7.242491916676727
1.0340822548613524,0.873155804763923,7.592465735171224,4.133958772237483,1.2985728340017468,14.93223540103573,3.205810893627022,7.339769665864504
0.7712479927882123,0.8265750384697803,6.547032092949497,4.319317423985523,1.2505722703102724,13.714744818503284,2.848395301568265,7.167712725553788
0.8632436654010762,0.8192547657265717,9.359868191041851,5.879884209071975,1.3497603057408958,18.27201113698237,3.0322587368685436,8.91214294594052
0.7991182052589639,0.7401322674828814,5.578923440453379,3.529365499119031,1.0844961186907054,11.73203553100496,2.6237465914325506,6.153112090551581
0.7979165506215735,1.0223800525890026,8.772051519213402,3.940953756340161,1.002797187796636,15.536099066560775,2.823093791007212,6.764047547347373
0.857745690929042,0.8087755866644145,7.6726668493264,4.839595552249778,1.2384515451314069,15.41723522430104,2.9049728227248632,7.744568374974642
0.9530619849311188,0.8293318394335287,8.931844136738876,4.739135432522653,1.2597128752948374,16.713086268921014,3.042106699659485,7.781242132182138
1.0082054746532538,0.9171382051180258,6.520352550173584,9.672171215097704,1.128427563225809,19.246295008268376,3.0537712429970885,12.725942458094792
0.8488361437193751,0.915394837858576,5.518838495463445,3.786037590652484,1.2213217676706865,12.290428835364565,2.9855527492486376,6.771590339901122
0.7665432622613014,0.9216272023844088,9.605419929013134,2.92286775126252,1.872009567165968,16.088467712087333,3.5601800318116785,6.483047783074198
0.8421657600836268,0.8328264660295235,6.871920854043483,5.76930358771463,1.3202714573658858,15.636488125237149,2.995263683479036,8.764567271193666
0.8328558205308351,0.7584215973745834,8.909466165906284,3.603365027682149,1.318281610795877,15.42239022228973,2.9095590287012953,6.5129240563834445
0.841086841473946,0.847269620804693,10.5900529291141,4.390692264024263,1.436937908432485,18.106039563849485,3.1252943707111243,7.515986634735388
0.7487404220305822,0.8142046469665517,16.171026362610935,3.881921348621324,1.3710481544849138,22.98694093471431,2.9339932234820476,6.815914572103372
0.920481717764493,0.855258178015916,6.315152008878205,4.026415688255877,1.4306110819301474,13.547918674844638,3.2063509777105565,7.232766665966434
0.987445713955922,0.8159229020540002,7.104534784845914,3.4331243655079065,1.182676314820032,13.523704081183775,2.986044930829954,6.419169296337861
0.7436210155851085,0.8934447884037655,8.434812129118756,5.217346317236206,1.282832877471973,16.572057127815807,2.9198986814608467,8.137244998697053
0.9423796021649002,0.9472381581917272,6.247754355253893,4.044029625503635,1.5452980698619996,13.726699810976156,3.434915830218627,7.478945455722261
0.8269293193206224,0.8745709970772678,9.761995894444732,3.347587627282003,1.2798895820556735,16.090973420180298,2.981389898453564,6.328977525735567
0.9095808858945252,0.7631066443617296,6.682892870210776,3.8280338971882335,1.7527776252733047,13.93639192292857,3.4254651555295594,7.2534990527177925
0.9736403762918872,0.7259100878372007,9.991233028651676,3.685054320411442,1.3662285649202068,16.742066378112412,3.0657790290492946,6.750833349460737
0.8346686526521498,1.1105101897261975,9.62290058454398,3.9539722218220352,1.388926904309983,16.910978553054345,3.3341057466883304,7.288077968510366
0.8926684134700235,0.8068643225830223,7.043306467005811,3.939060134530905,1.5907835338795102,14.272682871469272,3.290316269932556,7.229376404463461
0.9651801648139416,0.9086971192321288,36.48235852366828,4.110164793981244,1.2589640097642043,43.7253646114598,3.1328412938102748,7.243006087791518
0.8604235802634528,0.8541743619531228,42.51224124805731,5.4587418494458815,1.3324702046490602,51.01805124436883,3.0470681468656355,8.505809996311516
1.0392321486522282,0.8333030874029904,12.949552339753708,3.9438302643605256,1.108800121274507,19.87471796144396,2.9813353573297254,6.925165621690251
0.940790308444894,0.824522342318359,8.163917017298026,4.86426423312638,1.2578056102944029,16.051299511482064,3.0231182610576557,7.887382494184036
