time,completations,s,d,w,l,q,x,a,c,u
256.9750907560071,255,0.753545407100816,0.16563419791661754,0.9191796050174335,0.9121148613660578,0.16436114622813938,0.3738768575689593,338.73177281471266,338.73177281471266,0.49410784415816233
256.48974917444866,258,0.7458250077693547,0.06986316218062746,0.8156881699499822,0.8204910665024738,0.07027452715212641,0.3751082696751737,561.6201109098532,561.6201109098532,0.9778177916065791
258.7763250689803,260,0.7412823983187318,0.06663835316812372,0.8079207514868555,0.8117411642297194,0.06695346577432729,0.3723938492276961,805.6085429818203,805.6085429818203,1.4325429864348338
256.1218461226515,295,0.7495598931445456,0.21807428841176507,0.9676341815563106,1.1145167344390237,0.25117699272971605,0.43166987085465375,1129.4175802883897,1129.4175802883897,1.9640853375552527
256.66856971822176,295,0.7710516597976709,0.17895321861594418,0.9500048784136151,1.0918806281567106,0.20567847301934652,0.44310107756868206,1301.9035732451302,1301.9035732451302,2.480928806318836
256.30915131781717,273,0.718825186468914,0.07425528917813595,0.79308047564705,0.8447258661598713,0.07909079266738589,0.3828175367462427,1702.9841708676147,1702.9841708676147,2.96118445162423
257.81499282184905,248,0.8166382417299556,0.1155541779500916,0.9321924196800472,0.8967039408774817,0.11115504113224747,0.39277444987261717,1846.405134655794,1846.405134655794,3.4563248668861415
256.08350912335027,268,0.7727704572174752,0.1335952729360634,0.9063657301535386,0.9485422021616605,0.13981194364850394,0.4043651292565783,2088.6500558275047,2088.6500558275047,3.989917597623124
256.9253944386601,276,0.753600793172347,0.1502291816636338,0.9038299748359808,0.9709319454379104,0.16138246758267452,0.4047747389276179,2353.110964166557,2353.110964166557,4.487010229445831
256.25912451997056,273,0.7699180505371639,0.07962349306853367,0.8495415436056976,0.9050403252520333,0.08482513022093653,0.41010759751554837,2589.737403433182,2589.737403433182,4.985619766047243
256.79797013044663,272,0.7970579163293006,0.1120426563554685,0.9091005726847691,0.9629178752645428,0.11867540274250075,0.422121236261021,2893.427811488313,2893.427811488313,5.5116308009020845
256.8459268333095,273,0.7937296694829327,0.15567294928691824,0.9494026187698509,1.00911436719952,0.16546384705921358,0.42182526007015314,3144.5883801505565,3144.5883801505565,5.99772349280643
256.6074782199171,258,0.7481833177019365,0.10481298243166395,0.8529963001336004,0.8576252218412063,0.1053817669498862,0.37612172744566,3357.884358125903,3357.884358125903,6.462993340143481
256.00116990587003,294,0.7552980836686745,0.2054425502366636,0.9607406339053381,1.1033455295224912,0.23593685056903385,0.4337043394767287,3633.811738776986,3633.811738776986,7.022172369952491
257.3164918596872,267,0.7361796164353327,0.10165487552389647,0.8378344919592292,0.8693644458478672,0.10548042050752275,0.38194201267017225,4018.4735476219957,4018.4735476219957,7.474295208065896
257.0623678934089,301,0.7312968501928556,0.2165900521388818,0.9478869023317374,1.1099016940517663,0.25361007224844356,0.4281458109016614,4156.260190132728,4156.260190132728,8.036830982539307
256.15992200064466,248,0.7879585599174488,0.1536211787596981,0.9415797386771468,0.9115859083972737,0.14872760748384853,0.38142915045671255,4432.590308805448,4432.590308805448,8.532114466097282
256.85318861318046,278,0.8283845376093091,0.14765059413305692,0.976035131742366,1.0563924399358382,0.15980671834604393,0.44829286079489716,4653.943442959466,4653.943442959466,9.081345448546935
256.1168848968655,282,0.7538633718721849,0.13004879684077353,0.8839121687129584,0.9732401347823239,0.14319149916205687,0.4150243178101335,4892.700604389699,4892.700604389699,9.619068920821285
257.1291274943005,274,0.7415982703684219,0.135165457489816,0.8767637278582379,0.9342903457659892,0.14403399456574792,0.39512817560012065,5266.476378106759,5266.476378106759,10.081113853354827
257.8034667642705,288,0.7092040459662061,0.1425610907528273,0.8517651367190334,0.9515324307077138,0.15925927859750763,0.39613657605510305,5448.075246398931,5448.075246398931,10.54892718899066
256.1524240547542,270,0.8097534343359426,0.1292487254760932,0.9390021598120357,0.9897645282289262,0.1362358994154421,0.4267643144067421,5688.334632494776,5688.334632494776,11.119231809629586
257.03754457751256,305,0.672968290755784,0.08862911390082684,0.7615974046566109,0.903709256957275,0.10516704781079332,0.39927110457324083,5933.418163149829,5933.418163149829,11.574996685932556
256.7781740793953,275,0.787686668631835,0.11514691025499237,0.9028335788868274,0.9669016266044095,0.12331811468653883,0.42179175595893537,6177.831850261278,6177.831850261278,12.108201556826899
256.4391959096638,305,0.770007074799069,0.3334659096588528,1.1034729844579219,1.3124329885132942,0.3966129361978604,0.4579100261577169,6470.738189337676,6470.738189337676,12.647930622843411
256.9429332774098,288,0.7274741226314442,0.07581594332922413,0.8032900659606683,0.9003849066629005,0.08497992686664897,0.40770248989812574,6722.787358439811,6722.787358439811,13.127327526242853
256.097319393215,288,0.7674906427287106,0.13174914458619785,0.8992397873149085,1.0112603261928366,0.14816146350429257,0.431549431344272,6938.152604679784,6938.152604679784,13.728150084513997
258.0909898451682,267,0.7478859629299178,0.09865321215084542,0.8465391750807633,0.8757607535317656,0.10205860987273381,0.3868510718295159,7194.470024006819,7194.470024006819,14.101103508787281
256.1745833695186,284,0.7392707255485252,0.22468003944389775,0.9639507649924229,1.0686540938488054,0.24908455149129918,0.4097847711787531,7650.198461357254,7650.198461357254,14.7177337268846
256.41707754563595,258,0.735037350237316,0.12062424092649708,0.8556615911638131,0.8609437898338647,0.12136888251328527,0.3697874536602897,7745.449993486934,7745.449993486934,15.149965465022875
257.78244656865263,283,0.7647590135242476,0.09553916019827842,0.8602981737225259,0.9444567944956462,0.10488527320618839,0.4197857606447289,8001.286597007282,8001.286597007282,15.569238670470657
